ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),°­¼ö °è¼Ó½Ã°£(hr),1½Ã°£ ÃÖ´Ù°­¼ö·®(mm),ÀÏ°­¼ö·®(mm),ÃÖ´ë Ç³¼Ó(m/s),ÃÖ´ë Ç³¼Ó ½Ã°¢(hhmi),Æò±Õ »ó´ë½Àµµ(%),1½Ã°£ ÃÖ´ÙÀÏ»ç·®(MJ/m2),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÀÏ ÃÖ½É½ÅÀû¼³(cm),ÀÏ ÃÖ½ÉÀû¼³(cm),¾È°³ °è¼Ó½Ã°£(hr)
272,¿µÁÖ,2019-04-20,13,.3,23,,,,6.7,2054,59.6,,,,,
272,¿µÁÖ,2019-04-21,17.1,14.1,21.9,,,,7.3,1205,62.9,,,,,
272,¿µÁÖ,2019-04-22,17,8.6,26.5,,,,4.8,1746,61.5,,,,,
272,¿µÁÖ,2019-04-23,16.3,9.3,23.4,,1.5,2,3.9,1632,70.6,,,,,
272,¿µÁÖ,2019-04-24,17.3,13.9,23.4,,4,13,2.8,1729,86.3,,,,,
272,¿µÁÖ,2019-04-25,13.4,8.6,18.7,,1,3,4.3,1543,71.1,,,,,
272,¿µÁÖ,2019-04-26,8.5,6.1,11.6,,2,12.5,3.1,1523,88.9,,,,,
272,¿µÁÖ,2019-04-27,10.4,1.6,17.9,,,,3.9,1335,61.9,,,,,
272,¿µÁÖ,2019-04-28,9.6,5.9,15.5,,,,3.4,636,74.3,,,,,
272,¿µÁÖ,2019-04-29,10.3,4.7,15.8,,2.5,4.5,3.3,1448,82.6,,,,,
272,¿µÁÖ,2019-04-30,14.8,10.4,20.6,,,,5.3,1326,79.6,,,,,
272,¿µÁÖ,2019-05-01,15.9,9.5,21.6,,,,7,210,62,,,,,
272,¿µÁÖ,2019-05-02,16.3,7.8,22.9,,,,7.9,1528,44.4,,,,,
272,¿µÁÖ,2019-05-03,17.7,5.3,27.6,,,,6.3,1727,36.8,,,,,
272,¿µÁÖ,2019-05-04,17.6,6.6,28,,,,4.7,1530,49.6,,,,,
272,¿µÁÖ,2019-05-05,18.8,9.8,27.3,,,,6.4,1458,39.3,,,,,
272,¿µÁÖ,2019-05-06,13.8,6,20.1,,,,7.8,408,51.8,,,,,
272,¿µÁÖ,2019-05-07,13.1,2.1,20.8,,,,6.5,1147,44.5,,,,,
272,¿µÁÖ,2019-05-08,16.3,7.1,22.5,,,,6.6,1455,31.6,,,,,
272,¿µÁÖ,2019-05-09,17.6,11.8,22.7,,,,7.2,1456,31.9,,,,,
272,¿µÁÖ,2019-05-10,17.6,5.8,28,,,,3.9,1440,42.8,,,,,
272,¿µÁÖ,2019-05-11,18.9,8.7,28.8,,,,4.9,1441,48.8,,,,,
272,¿µÁÖ,2019-05-12,18.1,8.9,26.7,,,,4,1657,46.3,,,,,
272,¿µÁÖ,2019-05-13,17.7,8,25.4,,,,4.6,2329,45,,,,,
272,¿µÁÖ,2019-05-14,19.8,11.7,27.3,,,,4.4,207,52.3,,,,,
272,¿µÁÖ,2019-05-15,19.4,10.9,27.4,,,,3.3,1734,56.9,,,,,
272,¿µÁÖ,2019-05-16,20.7,12.4,29.6,,,,4.6,1440,57.4,,,,,
272,¿µÁÖ,2019-05-17,20.5,13,28.3,,,,4.3,1450,56.4,,,,,
272,¿µÁÖ,2019-05-18,17.3,15.1,20.7,,2.5,6.5,3.4,1458,78.5,,,,,
272,¿µÁÖ,2019-05-19,18.7,15.1,22.9,,2.5,7,3.2,1454,83,,,,,
272,¿µÁÖ,2019-05-20,16.2,11.5,19.4,,1,2,8.5,1611,55.6,,,,,
272,¿µÁÖ,2019-05-21,15.1,5.1,23,,,,8.7,1319,48.6,,,,,
272,¿µÁÖ,2019-05-22,16.8,6.9,26.7,,,,6.7,1541,47.6,,,,,
272,¿µÁÖ,2019-05-23,18.1,8.1,27.7,,,,5.9,1316,50.4,,,,,
272,¿µÁÖ,2019-05-24,22.1,9.8,32.5,,,,3.5,1614,52.6,,,,,
272,¿µÁÖ,2019-05-25,23,15.1,30.3,,,,6.9,1058,48.4,,,,,
272,¿µÁÖ,2019-05-26,22.1,13,31.6,,,,4.8,1443,43,,,,,
272,¿µÁÖ,2019-05-27,17.1,14.6,21,,8.5,42,6.5,2338,86.6,,,,,
272,¿µÁÖ,2019-05-28,17.5,13,22.5,,,,7,8,44.8,,,,,
272,¿µÁÖ,2019-05-29,19.4,9.1,25.4,,,,7.5,18,39.4,,,,,
272,¿µÁÖ,2019-05-30,19.8,10.4,26.1,,.1,.1,6,1246,43.3,,,,,
272,¿µÁÖ,2019-05-31,18,13.3,23.2,,.3,.4,6.3,1334,54.6,,,,,
272,¿µÁÖ,2019-06-01,17.8,9.7,25.4,,,,4.2,1500,57.5,,,,,
272,¿µÁÖ,2019-06-02,20.7,10.4,29.2,,,,4.5,1643,50.8,,,,,
272,¿µÁÖ,2019-06-03,21.2,11.8,30.3,,,,5.6,1430,57.1,,,,,
272,¿µÁÖ,2019-06-04,23.7,14.5,31,,,,6.4,2303,53.6,,,,,
272,¿µÁÖ,2019-06-05,23.7,15.4,31.5,,,,7.2,17,50.5,,,,,
272,¿µÁÖ,2019-06-06,21.7,16.6,27.8,,5.5,15.5,4,2003,71,,,,,
272,¿µÁÖ,2019-06-07,18.1,16.1,21.4,,9.5,31.5,3.3,905,85.3,,,,,
272,¿µÁÖ,2019-06-08,20.4,13,27.7,,,,4.2,1250,66,,,,,
272,¿µÁÖ,2019-06-09,19,14.6,25.3,,,,4.6,1510,67.9,,,,,
272,¿µÁÖ,2019-06-10,17.6,13.6,21.8,,,,2.9,1644,64.1,,,,,
272,¿µÁÖ,2019-06-11,17.8,11.3,24.8,,,,3,2126,64.6,,,,,
272,¿µÁÖ,2019-06-12,19,11.8,27.3,,,,3.7,1316,70.8,,,,,
272,¿µÁÖ,2019-06-13,20.9,13,29.5,,,,3.2,1301,61.8,,,,,
272,¿µÁÖ,2019-06-14,19.4,15.3,24.2,,,,2.7,44,72.6,,,,,
272,¿µÁÖ,2019-06-15,19.7,14.5,26.4,,1.5,1.5,7,1952,73.1,,,,,
272,¿µÁÖ,2019-06-16,19.6,12.1,27,,.5,.5,4.1,1942,67.8,,,,,
272,¿µÁÖ,2019-06-17,20.6,16,27.4,,,,5.6,1458,68.8,,,,,
272,¿µÁÖ,2019-06-18,20.4,16.2,25.6,,.2,.2,6.1,1408,71.8,,,,,
272,¿µÁÖ,2019-06-19,21.9,18.1,25.5,,,,5.9,418,67.6,,,,,
272,¿µÁÖ,2019-06-20,24.3,18.7,30.5,,,,6.2,2400,59.3,,,,,
272,¿µÁÖ,2019-06-21,23.3,17.5,30.1,,,,6.4,14,62.9,,,,,
272,¿µÁÖ,2019-06-22,20.2,15.2,27.3,,,,3.7,1533,65.3,,,,,
272,¿µÁÖ,2019-06-23,20.2,12.2,28.5,,,,3.7,1532,60.8,,,,,
272,¿µÁÖ,2019-06-24,22,15.6,30.1,,,,4.5,1743,64.8,,,,,
272,¿µÁÖ,2019-06-25,23.7,15,32.8,,,,4.3,1813,59.6,,,,,
272,¿µÁÖ,2019-06-26,20.1,15.9,24.7,,6.5,18.5,2.4,609,81,,,,,
272,¿µÁÖ,2019-06-27,23.3,19.3,29.5,,4,9,3.8,2043,83.1,,,,,
272,¿µÁÖ,2019-06-28,23.2,18.6,29.2,,.5,.5,3.8,1513,78.8,,,,,
272,¿µÁÖ,2019-06-29,20.9,19.4,24.4,,2.5,10.5,3.7,1505,90.9,,,,,
272,¿µÁÖ,2019-06-30,23.1,18.8,27.2,,,,5.4,1027,74.1,,,,,
272,¿µÁÖ,2019-07-01,22,17.2,26.4,,,,4.9,728,70.1,,,,,
272,¿µÁÖ,2019-07-02,21.8,15.5,28.7,,,,7,1058,68,,,,,
272,¿µÁÖ,2019-07-03,22,15.6,28.1,,,,4.3,1306,70.8,,,,,
272,¿µÁÖ,2019-07-04,24,15.9,31.5,,,,3.6,1549,66.6,,,,,
272,¿µÁÖ,2019-07-05,23.9,17.3,32.5,,,,3.8,1526,65.3,,,,,
272,¿µÁÖ,2019-07-06,23.3,15.7,31.1,,,,4.8,1448,61.4,,,,,
272,¿µÁÖ,2019-07-07,22.2,17.1,28.1,,,,4.4,1208,62.4,,,,,
272,¿µÁÖ,2019-07-08,20.1,15.5,25.7,,,,3,1822,69.4,,,,,
272,¿µÁÖ,2019-07-09,20.5,14,27.3,,,,3.7,1711,68.5,,,,,
272,¿µÁÖ,2019-07-10,19.7,15.1,23.7,,2.5,11,3.1,1126,81.6,,,,,
272,¿µÁÖ,2019-07-11,22.8,19.2,27.1,,6,18.5,5.1,1131,79,,,,,
272,¿µÁÖ,2019-07-12,22.2,19.3,27,,.2,.3,6.7,948,71.8,,,,,
272,¿µÁÖ,2019-07-13,23,18.1,28.4,,,,4.3,132,72.1,,,,,
272,¿µÁÖ,2019-07-14,23.9,19.7,30.1,,,,4.3,1637,69.5,,,,,
272,¿µÁÖ,2019-07-15,21.5,19.5,24.2,,3.5,5,1.7,1600,84.8,,,,,
272,¿µÁÖ,2019-07-16,23.1,19.6,29.7,,14.2,15,3.8,1703,77.9,,,,,
272,¿µÁÖ,2019-07-17,23.6,20.2,28.3,,,,2.5,1211,74.6,,,,,
272,¿µÁÖ,2019-07-18,23.3,20.3,28,,1.5,2.5,3.1,1349,79.6,,,,,
272,¿µÁÖ,2019-07-19,23.9,19.6,29.4,,.3,.5,2.7,1756,82.4,,,,,
272,¿µÁÖ,2019-07-20,22.9,21.8,24,,10.5,56.5,3.3,1731,96.8,,,,,
272,¿µÁÖ,2019-07-21,23.6,21.6,25.7,,14.5,68,2.7,1629,94.9,,,,,
272,¿µÁÖ,2019-07-22,25.2,21.8,29.3,,.1,.1,5.9,1353,77,,,,,
272,¿µÁÖ,2019-07-23,27.3,22.6,32.5,,,,6.5,138,71,,,,,
272,¿µÁÖ,2019-07-24,26.1,23.2,30.8,,,,3.5,1329,80.6,,,,,
272,¿µÁÖ,2019-07-25,24.3,23.6,26.1,,6,13.5,2.1,1636,93.3,,,,,
272,¿µÁÖ,2019-07-26,25.1,23.4,28,,5.5,7.5,4.3,1309,89.1,,,,,
272,¿µÁÖ,2019-07-27,26.4,23.2,31.1,,2,2,3.2,1607,84.9,,,,,
272,¿µÁÖ,2019-07-28,25.3,23.6,28.6,,5,8.5,5.6,1242,86.4,,,,,
272,¿µÁÖ,2019-07-29,25.9,22.6,31.5,,,,2.5,1644,80.8,,,,,
272,¿µÁÖ,2019-07-30,26,21.2,32.1,,,,3.6,1632,80,,,,,
272,¿µÁÖ,2019-07-31,27.6,23.4,32.9,,,,4.2,2306,73.1,,,,,
272,¿µÁÖ,2019-08-01,28.3,25.5,32.4,,,,5.2,2228,67,,,,,
272,¿µÁÖ,2019-08-02,28.4,22.8,34.8,,,,4.1,313,70.9,,,,,
272,¿µÁÖ,2019-08-03,26.8,22.9,34.9,,.5,.5,5.7,1738,77,,,,,
272,¿µÁÖ,2019-08-04,27.8,22.1,35.1,,,,2.9,1150,73.5,,,,,
272,¿µÁÖ,2019-08-05,27.8,22.7,36.2,,.5,.5,3.7,1706,74.1,,,,,
272,¿µÁÖ,2019-08-06,26,20.9,31.8,,4,8,3.6,1328,72.6,,,,,
272,¿µÁÖ,2019-08-07,25.1,22.6,30,,12.5,28,4.4,1230,82.6,,,,,
272,¿µÁÖ,2019-08-08,24.6,21.7,32.3,,10.3,12,5.4,1424,87.8,,,,,
272,¿µÁÖ,2019-08-09,26.4,22.2,32.8,,.5,.5,3.3,1425,80,,,,,
272,¿µÁÖ,2019-08-10,26.9,22.3,33.3,,,,4.5,1424,71.1,,,,,
272,¿µÁÖ,2019-08-11,26.7,21.7,31.6,,,,6.1,1539,69.8,,,,,
272,¿µÁÖ,2019-08-12,27.1,24.4,32.4,,,,3.5,1039,76.6,,,,,
272,¿µÁÖ,2019-08-13,28,22.4,34.8,,,,3.1,2026,70.3,,,,,
272,¿µÁÖ,2019-08-14,27.1,22.1,32.4,,,,4.5,1456,71,,,,,
272,¿µÁÖ,2019-08-15,25.5,23.3,29.9,,3,5.5,6,2218,83.1,,,,,
272,¿µÁÖ,2019-08-16,24.6,20.7,30.5,,6,6,6.9,22,78.1,,,,,
272,¿µÁÖ,2019-08-17,24.5,19.7,31.4,,2,2,6.1,1758,72.6,,,,,
272,¿µÁÖ,2019-08-18,22.8,17.4,28.4,,,,5.7,1242,66.3,,,,,
272,¿µÁÖ,2019-08-19,23,16.3,30.5,,,,3.1,12,72.3,,,,,
272,¿µÁÖ,2019-08-20,23.6,17.6,30.8,,,,3.1,656,67.9,,,,,
272,¿µÁÖ,2019-08-21,24.3,18.8,31,,.3,.3,3.4,12,77.4,,,,,
272,¿µÁÖ,2019-08-22,24,21.2,28.6,,7,11,4.5,1456,81.5,,,,,
272,¿µÁÖ,2019-08-23,22.9,18,28.6,,,,5.1,908,67.5,,,,,
272,¿µÁÖ,2019-08-24,20.2,16.6,24.8,,,,4.6,1009,75.5,,,,,
272,¿µÁÖ,2019-08-25,20.9,14.5,28.9,,,,3.8,1532,74.8,,,,,
272,¿µÁÖ,2019-08-26,22.6,16,30.5,,,,2.8,1319,70.1,,,,,
272,¿µÁÖ,2019-08-27,20.2,17.7,23.3,,11,18,2.8,1109,88,,,,,
272,¿µÁÖ,2019-08-28,21.7,18,26,,.5,1,4.4,2318,84,,,,,
272,¿µÁÖ,2019-08-29,20.3,16.7,24.9,,,,4.1,1720,83.5,,,,,
272,¿µÁÖ,2019-08-30,21.2,16.5,26.2,,,,5.8,1455,66.4,,,,,
272,¿µÁÖ,2019-08-31,20.3,15,27.5,,,,5.1,941,71.9,,,,,
272,¿µÁÖ,2019-09-01,20.8,14.5,27.1,,,,2.8,1613,76.5,,,,,
272,¿µÁÖ,2019-09-02,20.9,17.3,25.7,,4.5,5,2.5,126,80,,,,,
272,¿µÁÖ,2019-09-03,20.1,18.3,21.8,,2,10.5,2.1,2041,92.9,,,,,
272,¿µÁÖ,2019-09-04,21.6,20.1,23.4,,4.3,10.5,2.5,404,93.6,,,,,
272,¿µÁÖ,2019-09-05,24,21.1,29.9,,24,34.5,3.6,1801,85.5,,,,,
272,¿µÁÖ,2019-09-06,24.9,21.1,29.1,,.1,.1,2.7,1718,81.1,,,,,
272,¿µÁÖ,2019-09-07,24.7,22,28,,1.5,3.5,6.7,1558,77,,,,,
272,¿µÁÖ,2019-09-08,23.6,19.5,28.1,,,,3.6,956,77.6,,,,,
272,¿µÁÖ,2019-09-09,22.7,20.3,25.6,,2.6,4.5,2.2,1922,86.6,,,,,
272,¿µÁÖ,2019-09-10,24.6,21.4,30.7,,.5,1.5,3.1,1303,82.6,,,,,
272,¿µÁÖ,2019-09-11,21.8,19.7,24.5,,5,12.5,2.8,1030,87,,,,,
272,¿µÁÖ,2019-09-12,18.7,15.9,21.3,,.2,.2,2.6,2357,76.3,,,,,
272,¿µÁÖ,2019-09-13,19.2,13.2,26.3,,,,3.4,232,74.3,,,,,
272,¿µÁÖ,2019-09-14,20.7,13.4,26.4,,,,4.3,1633,72,,,,,
272,¿µÁÖ,2019-09-15,21.7,17.9,29.3,,,,5.2,1448,76.1,,,,,
272,¿µÁÖ,2019-09-16,20.1,13.9,28.3,,,,2.8,1258,71.4,,,,,
272,¿µÁÖ,2019-09-17,18.9,11.1,28.1,,,,3.4,515,65.6,,,,,
272,¿µÁÖ,2019-09-18,19.8,14.8,27.5,,,,5.4,1532,64.8,,,,,
272,¿µÁÖ,2019-09-19,18.4,13.4,25.4,,,,3.2,1628,69.1,,,,,
272,¿µÁÖ,2019-09-20,17.4,13.1,22.2,,,,3.7,1443,74,,,,,
272,¿µÁÖ,2019-09-21,16,13.9,19.7,,3.1,26,3.3,608,92.3,,,,,
272,¿µÁÖ,2019-09-22,15.4,14,17.7,,7,60,3.5,2051,94,,,,,
272,¿µÁÖ,2019-09-23,16.3,10.4,20.4,,,,5,234,69.9,,,,,
272,¿µÁÖ,2019-09-24,15,7.8,23.6,,,,5.5,1429,76.4,,,,,
272,¿µÁÖ,2019-09-25,16.7,9.1,25.2,,,,2.8,445,75.5,,,,,
272,¿µÁÖ,2019-09-26,18.3,13,25.1,,,,2.9,2137,74.8,,,,,
272,¿µÁÖ,2019-09-27,19.5,12,27.9,,,,2.6,1825,69.5,,,,,
272,¿µÁÖ,2019-09-28,21.8,18,28.1,,,,3.4,1513,78.4,,,,,
272,¿µÁÖ,2019-09-29,20.2,14.7,27.4,,,,4.3,1557,72.3,,,,,
272,¿µÁÖ,2019-09-30,19.3,11.5,28.2,,,,3,1838,73,,,,,
272,¿µÁÖ,2019-10-01,21.3,17.7,25.1,,,,2.6,205,82,,,,,
272,¿µÁÖ,2019-10-02,19.5,18.7,20.4,,20,92,3.6,1235,96.3,,,,,
272,¿µÁÖ,2019-10-03,19.9,16,23.8,,14.5,51.5,7.5,843,79.5,,,,,
272,¿µÁÖ,2019-10-04,19.7,12.8,27,,,,2.9,1750,78.4,,,,,
272,¿µÁÖ,2019-10-05,18.8,13.9,23,,.2,.2,5.1,1416,74,,,,,
272,¿µÁÖ,2019-10-06,14.3,10.5,18.9,,,,2.8,1425,73.6,,,,,
272,¿µÁÖ,2019-10-07,13.5,11.4,16,,1,3.5,1.9,331,90.3,,,,,
272,¿µÁÖ,2019-10-08,14.3,8.7,19.4,,,,8,359,63.5,,,,,
272,¿µÁÖ,2019-10-09,11.8,4,20,,,,6.2,56,59.9,,,,,
272,¿µÁÖ,2019-10-10,12.1,5.7,18.8,,,,2.5,320,75.9,,,,,
272,¿µÁÖ,2019-10-11,15.4,7.4,25.1,,,,3.5,2329,67,,,,,
272,¿µÁÖ,2019-10-12,16.2,10.4,22,,,,4.9,1327,59.5,,,,,
272,¿µÁÖ,2019-10-13,13.2,6.5,21.7,,,,2.9,650,70.5,,,,,
272,¿µÁÖ,2019-10-14,13.6,6.7,19.8,,,,5.9,1133,72.1,,,,,
272,¿µÁÖ,2019-10-15,11.8,7.2,17.3,,,,2.9,1913,72.9,,,,,
272,¿µÁÖ,2019-10-16,10,3.2,18.5,,,,3.2,1439,78.6,,,,,
272,¿µÁÖ,2019-10-17,11.5,5.8,19.2,,,,4,2348,76.8,,,,,
272,¿µÁÖ,2019-10-18,13.9,8.8,19.1,,.2,.2,5.3,1237,76.1,,,,,
272,¿µÁÖ,2019-10-19,14.6,9.4,22.7,,.2,.2,4.1,1613,72.6,,,,,
272,¿µÁÖ,2019-10-20,12.8,7.1,22.2,,,,3.1,1839,76.5,,,,,
272,¿µÁÖ,2019-10-21,13,5.1,23.1,,,,3.1,2301,72.8,,,,,
272,¿µÁÖ,2019-10-22,13.8,6.6,22.4,,,,3.5,2349,72.1,,,,,
272,¿µÁÖ,2019-10-23,12.9,7.8,18.8,,,,2.7,1532,78.3,,,,,
272,¿µÁÖ,2019-10-24,16,11.3,21.5,,,,3.7,1345,61.5,,,,,
272,¿µÁÖ,2019-10-25,16.6,11.4,22.4,,,,6.2,1429,59.6,,,,,
272,¿µÁÖ,2019-10-26,11.4,8.3,15.2,,,,7.5,304,55.5,,,,,
272,¿µÁÖ,2019-10-27,8.9,2.9,15.3,,,,5.5,1202,60.3,,,,,
272,¿µÁÖ,2019-10-28,7.8,.3,16.8,,,,3.7,1538,72.9,,,,,
272,¿µÁÖ,2019-10-29,11.2,4.8,15.6,,,,6.7,1306,63,,,,,
272,¿µÁÖ,2019-10-30,9.5,2.2,16.1,,,,6.2,1322,60,,,,,
272,¿µÁÖ,2019-10-31,11.6,2.1,18,,,,8.3,1304,66.9,,,,,
272,¿µÁÖ,2019-11-01,14.2,8.4,20.9,,,,6.3,112,66.8,,,,,
272,¿µÁÖ,2019-11-02,13.3,9.1,18.7,,,,2.6,2,74.1,,,,,
272,¿µÁÖ,2019-11-03,11.8,7.8,20.7,,,.4,5.8,1451,81.3,,,,,
272,¿µÁÖ,2019-11-04,10.1,4.6,18.1,,,,3,1837,74.5,,,,,
272,¿µÁÖ,2019-11-05,8.7,.6,16.4,,,,7,1503,70.8,,,,,
272,¿µÁÖ,2019-11-06,9.6,1.9,18,,,,5,2325,65,,,,,
272,¿µÁÖ,2019-11-07,9.7,2.1,15.5,,,,6.9,52,53,,,,,
272,¿µÁÖ,2019-11-08,5.8,-1.7,14.9,,,,6.4,1833,56.4,,,,,
272,¿µÁÖ,2019-11-09,6.5,-3,15.9,,,,4.9,1929,53.8,,,,,
272,¿µÁÖ,2019-11-10,6.2,-.3,13.8,,,3,3.8,2206,69.9,,,,,
272,¿µÁÖ,2019-11-11,10,6.2,14,,,2,8,1154,75.4,,,,,
272,¿µÁÖ,2019-11-12,7.5,1.4,15.5,,,,3.1,28,75.8,,,,,
272,¿µÁÖ,2019-11-13,5.9,0,11.4,,,4,9.7,2354,77.1,,,,,
272,¿µÁÖ,2019-11-14,.3,-4.7,6.5,,,,8.8,159,40.3,,,,,
272,¿µÁÖ,2019-11-15,1.1,-5.6,5.7,,,3,2.8,1810,72.6,,,,,
272,¿µÁÖ,2019-11-16,6.6,1,14.1,,,1,5.1,1509,84.4,,,,,
272,¿µÁÖ,2019-11-17,6,-.2,9.5,,,49,3.4,447,94.4,,,,,
272,¿µÁÖ,2019-11-18,6.6,.9,13.3,,,9.5,10,653,58.6,,,,,
272,¿µÁÖ,2019-11-19,1.5,-.5,4.4,,,,8.7,1256,46.1,,,,,
272,¿µÁÖ,2019-11-20,1,-4.6,7.9,,,,5.5,1641,45,,,,,
272,¿µÁÖ,2019-11-21,1.3,-6,9.2,,,,3.5,2044,57.3,,,,,
272,¿µÁÖ,2019-11-22,6.6,-.3,16.2,,,,3.6,2201,66.8,,,,,
272,¿µÁÖ,2019-11-23,7.8,.8,16.4,,,,3.3,2,74.8,,,,,
272,¿µÁÖ,2019-11-24,11.2,3.3,19,,,.2,8.3,2101,70.4,,,,,
272,¿µÁÖ,2019-11-25,5.5,0,9.8,,,,10,254,66.8,,,,,
272,¿µÁÖ,2019-11-26,5.7,.1,11.6,,,,3.1,2155,72.6,,,,,
272,¿µÁÖ,2019-11-27,6.2,.6,9.7,,,,6.4,848,55.8,,,,,
272,¿µÁÖ,2019-11-28,4.1,-1.2,10.9,,,.3,3.4,238,75.8,,,,,
272,¿µÁÖ,2019-11-29,1.9,-2.7,8.7,,,,5.7,1736,66.8,,,,,
272,¿µÁÖ,2019-11-30,3.7,-3.2,11.2,,,,3.3,1317,69.4,,,,,
272,¿µÁÖ,2019-12-01,6,4.4,7.9,,,5,6,248,72.1,,,,,
272,¿µÁÖ,2019-12-02,1.7,-1.3,6,,,.5,8.7,1228,50.1,,,,,
272,¿µÁÖ,2019-12-03,.9,-5.4,4.9,,,,6.9,3,61.3,,,,,
272,¿µÁÖ,2019-12-04,3.9,1.4,6.6,,,.5,6.4,1250,54.4,,,,,
272,¿µÁÖ,2019-12-05,-1.2,-5.8,2.9,,,,8.2,1341,39.6,,,,,
272,¿µÁÖ,2019-12-06,-4.2,-10.1,.7,,,,6.8,1352,40,,,,,
272,¿µÁÖ,2019-12-07,-2.9,-9.1,2.4,,,,8.1,1601,69,,,,,
272,¿µÁÖ,2019-12-08,-1.7,-7.7,5.9,,,,4.4,229,69,,,,,
272,¿µÁÖ,2019-12-09,-1.6,-8.7,6.8,,,,3,1811,75.8,,,,,
272,¿µÁÖ,2019-12-10,.7,-3.8,8.9,,,,3.2,1900,83.4,,,,,
272,¿µÁÖ,2019-12-11,2.7,-2.5,8.7,,,.4,10.4,2017,74.8,,,,,
272,¿µÁÖ,2019-12-12,.3,-2.3,3.5,,,,9.6,17,42.5,,,,,
272,¿µÁÖ,2019-12-13,-2.1,-8.8,5.6,,,,2.8,1312,62.3,,,,,
272,¿µÁÖ,2019-12-14,1.8,-4,7.5,,,.6,7.7,1011,66.6,,,,,
272,¿µÁÖ,2019-12-15,1.8,-4.1,10,,,,3,3,79.1,,,,,
272,¿µÁÖ,2019-12-16,3.4,-3.2,11.8,,,,3,1732,80.5,,,,,
272,¿µÁÖ,2019-12-17,5.8,-.7,11.1,,,.5,8,1526,83.1,,,,,
272,¿µÁÖ,2019-12-18,4.6,1.9,8.9,,,,6.5,233,68.6,,,,,
272,¿µÁÖ,2019-12-19,1.6,-.7,4.7,,,,7.6,750,48.1,,,,,
272,¿µÁÖ,2019-12-20,.4,-2.6,3.4,,,,7,1201,52.1,,,,,
272,¿µÁÖ,2019-12-21,-1.4,-6,2.8,,,,8.8,254,61.1,,,,,
272,¿µÁÖ,2019-12-22,-.6,-4.3,7.3,,,,3,1918,76.6,,,,,
272,¿µÁÖ,2019-12-23,1.5,-4.4,6.4,,,0,5.8,1341,72.4,,,,,
272,¿µÁÖ,2019-12-24,-.9,-6.1,7.4,,,,3.2,2258,70.5,,,,,
272,¿µÁÖ,2019-12-25,.2,-7.3,10,,,,7,1614,58.5,,,,,
272,¿µÁÖ,2019-12-26,1.4,-1,3.3,,,.4,8.9,1602,73,,,,,
272,¿µÁÖ,2019-12-27,-.9,-3.4,2.6,,,,7.6,719,51.4,,,,,
272,¿µÁÖ,2019-12-28,-2.3,-8.6,5.7,,,,3.3,59,64.5,,,,,
272,¿µÁÖ,2019-12-29,-.3,-6.9,5.1,,,8.2,2.9,1646,81.1,,,,,
272,¿µÁÖ,2019-12-30,2.9,-1.7,8.3,,,1.4,12.1,2334,84.6,,,,,
272,¿µÁÖ,2019-12-31,-5.9,-8.2,-1.8,,,,12,25,48.3,,,,,
273,¹®°æ,2019-01-01,-2.7,-5.6,.5,,,0,6.7,2305,49.4,,,,,
273,¹®°æ,2019-01-02,-2.9,-7.5,2,,,,6.5,1015,32.5,,,,,
273,¹®°æ,2019-01-03,-1.6,-6.9,4.6,,,,5,2016,25.5,,,,,
273,¹®°æ,2019-01-04,-.6,-8.2,5.1,,,,4.6,1342,38,,,,,
273,¹®°æ,2019-01-05,.4,-2.8,4.8,,,,5.1,2109,30.6,,,,,
273,¹®°æ,2019-01-06,-1.9,-8.7,6.5,,,,6.2,1728,28.9,,,,,
273,¹®°æ,2019-01-07,-.4,-5.3,4.4,,,,5.1,508,35.5,,,,,
273,¹®°æ,2019-01-08,-1.1,-5.3,2.6,,,,9,2325,28.9,,,,,
273,¹®°æ,2019-01-09,-4.1,-10.5,2,,,,5.5,308,29.4,,,,,
273,¹®°æ,2019-01-10,.4,-3.7,3.9,,,,5.9,1209,34,,,,,
273,¹®°æ,2019-01-11,1.4,-3.6,6.6,,,,3.6,444,47.8,,,,,
273,¹®°æ,2019-01-12,2.3,-3,8.5,,,0,3.4,805,60.3,,,,,
273,¹®°æ,2019-01-13,-2.2,-5.4,4.7,,,,2.7,1403,74.5,,,,,
273,¹®°æ,2019-01-14,-2.7,-6.6,2.6,,,,2.2,2210,75,,,,,
273,¹®°æ,2019-01-15,-.1,-5.8,4.9,,,0,7,1618,51.6,,,,,
273,¹®°æ,2019-01-16,-4.4,-9.5,.4,,,,4.7,1327,40.1,,,,,
273,¹®°æ,2019-01-17,.5,-2.8,4.3,,,0,7.1,1842,40.9,,,,,
273,¹®°æ,2019-01-18,1,-4.2,7.5,,,,5.5,918,33.3,,,,,
273,¹®°æ,2019-01-19,1.7,-4.4,8.7,,,,2.9,1634,43.3,,,,,
273,¹®°æ,2019-01-20,1,-3.5,4.2,,,,7.3,1649,32.8,,,,,
273,¹®°æ,2019-01-21,.6,-6.4,4.8,,,,6,58,37.4,,,,,
273,¹®°æ,2019-01-22,3.7,-1.9,8.7,,,,5.7,2002,42.8,,,,,
273,¹®°æ,2019-01-23,4,-1.1,8.3,,,,6.9,349,36.8,,,,,
